pollster,numeric_grade,candidate_name,party,pct,sample_size,population,methodology,recent_poll
Navigator,1.3,Jill Stein,GRE,1,812,Voters,Online Panel,Older
Navigator,1.3,Cornel West,IND,2,812,Voters,Online Panel,Older
Navigator,1.3,Joe Biden,DEM,48,812,Voters,Online Panel,Older
Navigator,1.3,Donald Trump,REP,44,812,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,10404,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,10404,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,45,2200,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,2200,Voters,Online Panel,Older
Ipsos,2.8,Joe Biden,DEM,41,2135,Voters,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,39,2135,Voters,Probability Panel,Older
Ipsos,2.8,Joe Biden,DEM,36,2556,Adults,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,36,2556,Adults,Probability Panel,Older
Ipsos,2.8,Joe Biden,DEM,39,2135,Voters,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,37,2135,Voters,Probability Panel,Older
Ipsos,2.8,Robert F. Kennedy,IND,10,2135,Voters,Probability Panel,Older
Ipsos,2.8,Joe Biden,DEM,34,2556,Adults,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,33,2556,Adults,Probability Panel,Older
Ipsos,2.8,Robert F. Kennedy,IND,10,2556,Adults,Probability Panel,Older
HarrisX,1.5,Joe Biden,DEM,49,1006,Voters,Online Panel,Older
HarrisX,1.5,Donald Trump,REP,51,1006,Voters,Online Panel,Older
HarrisX,1.5,Joe Biden,DEM,41,1006,Voters,Online Panel,Older
HarrisX,1.5,Donald Trump,REP,43,1006,Voters,Online Panel,Older
HarrisX,1.5,Robert F. Kennedy,IND,13,1006,Voters,Online Panel,Older
HarrisX,1.5,Cornel West,IND,2,1006,Voters,Online Panel,Older
HarrisX,1.5,Jill Stein,GRE,2,1006,Voters,Online Panel,Older
SurveyMonkey,2,Joe Biden,DEM,30,5893,Adults,Online Panel,Older
SurveyMonkey,2,Donald Trump,REP,34,5893,Adults,Online Panel,Older
TIPP,1.8,Joe Biden,DEM,41,1675,Voters,Online Panel,Older
TIPP,1.8,Donald Trump,REP,41,1675,Voters,Online Panel,Older
TIPP,1.8,Joe Biden,DEM,38,1675,Voters,Online Panel,Older
TIPP,1.8,Donald Trump,REP,38,1675,Voters,Online Panel,Older
TIPP,1.8,Robert F. Kennedy,IND,10,1675,Voters,Online Panel,Older
TIPP,1.8,Cornel West,IND,1,1675,Voters,Online Panel,Older
TIPP,1.8,Jill Stein,GRE,2,1675,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,45,3996,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,45,3996,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,42,10721,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,10721,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,40,1547,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,41,1547,Voters,Online Panel,Older
YouGov,3,Robert F. Kennedy,IND,4,1547,Voters,Online Panel,Older
YouGov,3,Cornel West,IND,1,1547,Voters,Online Panel,Older
YouGov,3,Jill Stein,GRE,1,1547,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,Online Panel,Older
Emerson,2.9,Joe Biden,DEM,41,1000,Voters,Online Panel/Text-to-Web,Older
Emerson,2.9,Donald Trump,REP,41,1000,Voters,Online Panel/Text-to-Web,Older
Leger,2,Joe Biden,DEM,42,883,Voters,Online Panel,Older
Leger,2,Donald Trump,REP,43,883,Voters,Online Panel,Older
Leger,2,Joe Biden,DEM,37,883,Voters,Online Panel,Older
Leger,2,Donald Trump,REP,39,883,Voters,Online Panel,Older
Leger,2,Robert F. Kennedy,IND,9,883,Voters,Online Panel,Older
Leger,2,Jill Stein,GRE,2,883,Voters,Online Panel,Older
Leger,2,Cornel West,IND,2,883,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,Online Panel,Older
Emerson,2.9,Joe Biden,DEM,49.9,1100,Voters,IVR/Online Panel/Text-to-Web,Older
Emerson,2.9,Donald Trump,REP,50.1,1100,Voters,IVR/Online Panel/Text-to-Web,Older
Emerson,2.9,Joe Biden,DEM,38.7,1100,Voters,IVR/Online Panel/Text-to-Web,Older
Emerson,2.9,Donald Trump,REP,43.8,1100,Voters,IVR/Online Panel/Text-to-Web,Older
Emerson,2.9,Robert F. Kennedy,IND,5.9,1100,Voters,IVR/Online Panel/Text-to-Web,Older
Emerson,2.9,Cornel West,IND,1,1100,Voters,IVR/Online Panel/Text-to-Web,Older
Emerson,2.9,Jill Stein,GRE,0.9,1100,Voters,IVR/Online Panel/Text-to-Web,Older
McLaughlin,0.5,Joe Biden,DEM,44,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,46,1000,Voters,Online Panel,Older
McLaughlin,0.5,Joe Biden,DEM,38,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,42,1000,Voters,Online Panel,Older
McLaughlin,0.5,Robert F. Kennedy,IND,9,1000,Voters,Online Panel,Older
McLaughlin,0.5,Jill Stein,GRE,2,1000,Voters,Online Panel,Older
McLaughlin,0.5,Cornel West,IND,2,1000,Voters,Online Panel,Older
McLaughlin,0.5,Lars Mapstead,LIB,1,1000,Voters,Online Panel,Older
Marist,2.9,Joe Biden,DEM,50,1122,Voters,Live Phone/Online Panel/Text-to-Web,Older
Marist,2.9,Donald Trump,REP,48,1122,Voters,Live Phone/Online Panel/Text-to-Web,Older
Marist,2.9,Joe Biden,DEM,40,1122,Voters,Live Phone/Online Panel/Text-to-Web,Older
Marist,2.9,Donald Trump,REP,44,1122,Voters,Live Phone/Online Panel/Text-to-Web,Older
Marist,2.9,Robert F. Kennedy,IND,8,1122,Voters,Live Phone/Online Panel/Text-to-Web,Older
Marist,2.9,Cornel West,IND,2,1122,Voters,Live Phone/Online Panel/Text-to-Web,Older
Marist,2.9,Jill Stein,GRE,3,1122,Voters,Live Phone/Online Panel/Text-to-Web,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,40,1560,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,41,1560,Voters,Online Panel,Older
YouGov,3,Robert F. Kennedy,IND,5,1560,Voters,Online Panel,Older
YouGov,3,Cornel West,IND,1,1560,Voters,Online Panel,Older
YouGov,3,Jill Stein,GRE,1,1560,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,Online Panel,Older
Quinnipiac,2.8,Joe Biden,DEM,48,1374,Voters,Live Phone,Older
Quinnipiac,2.8,Donald Trump,REP,47,1374,Voters,Live Phone,Older
Quinnipiac,2.8,Joe Biden,DEM,41,1374,Voters,Live Phone,Older
Quinnipiac,2.8,Donald Trump,REP,38,1374,Voters,Live Phone,Older
Quinnipiac,2.8,Robert F. Kennedy,IND,14,1374,Voters,Live Phone,Older
Quinnipiac,2.8,Cornel West,IND,2,1374,Voters,Live Phone,Older
Quinnipiac,2.8,Jill Stein,GRE,2,1374,Voters,Live Phone,Older
Morning Consult,1.9,Joe Biden,DEM,43,10172,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,10172,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Joe Biden,DEM,47,1660,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,53,1660,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Joe Biden,DEM,40,1660,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,45,1660,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Robert F. Kennedy,IND,14,1660,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Joe Biden,DEM,36,1660,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,44,1660,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Robert F. Kennedy,IND,12,1660,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Cornel West,IND,1,1660,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Jill Stein,GRE,1,1660,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,Online Panel,Older
Cygnal,2.1,Joe Biden,DEM,45,1500,Voters,NA,Older
Cygnal,2.1,Donald Trump,REP,45.8,1500,Voters,NA,Older
Cygnal,2.1,Joe Biden,DEM,37.7,1500,Voters,NA,Older
Cygnal,2.1,Donald Trump,REP,40.8,1500,Voters,NA,Older
Cygnal,2.1,Robert F. Kennedy,IND,8.8,1500,Voters,NA,Older
Cygnal,2.1,Jill Stein,GRE,2.4,1500,Voters,NA,Older
Cygnal,2.1,Cornel West,IND,2.3,1500,Voters,NA,Older
Echelon Insights,2.7,Joe Biden,DEM,46,1023,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,49,1023,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,38,1023,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,43,1023,Voters,Online Panel,Older
Echelon Insights,2.7,Robert F. Kennedy,IND,9,1023,Voters,Online Panel,Older
Echelon Insights,2.7,Jill Stein,GRE,3,1023,Voters,Online Panel,Older
Echelon Insights,2.7,Cornel West,IND,1,1023,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,Online Panel,Older
McLaughlin,0.5,Joe Biden,DEM,43,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,47,1000,Voters,Online Panel,Older
McLaughlin,0.5,Kamala Harris,DEM,41,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,48,1000,Voters,Online Panel,Older
McLaughlin,0.5,Joe Biden,DEM,36,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,38,1000,Voters,Online Panel,Older
McLaughlin,0.5,Robert F. Kennedy,IND,11,1000,Voters,Online Panel,Older
McLaughlin,0.5,Cornel West,IND,3,1000,Voters,Online Panel,Older
McLaughlin,0.5,Jill Stein,GRE,2,1000,Voters,Online Panel,Older
McLaughlin,0.5,Lars Mapstead,LIB,1,1000,Voters,Online Panel,Older
Marquette Law School,3,Joe Biden,DEM,50,902,Voters,Probability Panel,Older
Marquette Law School,3,Donald Trump,REP,50,902,Voters,Probability Panel,Older
Marquette Law School,3,Joe Biden,DEM,49,684,Voters,Probability Panel,Older
Marquette Law School,3,Donald Trump,REP,51,684,Voters,Probability Panel,Older
Marquette Law School,3,Joe Biden,DEM,37,902,Voters,Probability Panel,Older
Marquette Law School,3,Donald Trump,REP,40,902,Voters,Probability Panel,Older
Marquette Law School,3,Robert F. Kennedy,IND,17,902,Voters,Probability Panel,Older
Marquette Law School,3,Jill Stein,GRE,3,902,Voters,Probability Panel,Older
Marquette Law School,3,Cornel West,IND,3,902,Voters,Probability Panel,Older
Marquette Law School,3,Joe Biden,DEM,41,684,Voters,Probability Panel,Older
Marquette Law School,3,Donald Trump,REP,44,684,Voters,Probability Panel,Older
Marquette Law School,3,Robert F. Kennedy,IND,11,684,Voters,Probability Panel,Older
Marquette Law School,3,Jill Stein,GRE,2,684,Voters,Probability Panel,Older
Marquette Law School,3,Cornel West,IND,2,684,Voters,Probability Panel,Older
YouGov,3,Joe Biden,DEM,41,1586,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,42,1586,Voters,Online Panel,Older
YouGov,3,Robert F. Kennedy,IND,3,1586,Voters,Online Panel,Older
YouGov,3,Cornel West,IND,1,1586,Voters,Online Panel,Older
YouGov,3,Jill Stein,GRE,1,1586,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,Online Panel,Older
McLaughlin,0.5,Joe Biden,DEM,44.9,2000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,45.5,2000,Voters,Online Panel,Older
McLaughlin,0.5,Joe Biden,DEM,47,1721,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,46.8,1721,Voters,Online Panel,Older
McLaughlin,0.5,Joe Biden,DEM,37.6,2000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,39.3,2000,Voters,Online Panel,Older
McLaughlin,0.5,Robert F. Kennedy,IND,8.9,2000,Voters,Online Panel,Older
McLaughlin,0.5,Cornel West,IND,1.9,2000,Voters,Online Panel,Older
McLaughlin,0.5,Jill Stein,GRE,1.4,2000,Voters,Online Panel,Older
McLaughlin,0.5,Lars Mapstead,LIB,0.6,2000,Voters,Online Panel,Older
McLaughlin,0.5,Joe Biden,DEM,40.2,1721,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,41.3,1721,Voters,Online Panel,Older
McLaughlin,0.5,Robert F. Kennedy,IND,8,1721,Voters,Online Panel,Older
McLaughlin,0.5,Cornel West,IND,1.8,1721,Voters,Online Panel,Older
McLaughlin,0.5,Jill Stein,GRE,1.4,1721,Voters,Online Panel,Older
McLaughlin,0.5,Lars Mapstead,LIB,0.7,1721,Voters,Online Panel,Older
Ipsos,2.8,Joe Biden,DEM,46,3208,Voters,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,46,3208,Voters,Probability Panel,Older
Ipsos,2.8,Joe Biden,DEM,38,3208,Voters,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,38,3208,Voters,Probability Panel,Older
Ipsos,2.8,Robert F. Kennedy,IND,13,3208,Voters,Probability Panel,Older
Ipsos,2.8,Joe Biden,DEM,35,3934,Adults,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,36,3934,Adults,Probability Panel,Older
Ipsos,2.8,Joe Biden,DEM,33,3934,Adults,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,35,3934,Adults,Probability Panel,Older
Ipsos,2.8,Robert F. Kennedy,IND,13,3934,Adults,Probability Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,43,1155,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1155,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Robert F. Kennedy,IND,5,1155,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,45,1201,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,45,1201,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,43,1201,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,44,1201,Voters,Online Panel,Older
Beacon/Shaw,2.8,Joe Biden,DEM,40,1126,Voters,Live Phone,Older
Beacon/Shaw,2.8,Donald Trump,REP,43,1126,Voters,Live Phone,Older
Beacon/Shaw,2.8,Robert F. Kennedy,IND,11,1126,Voters,Live Phone,Older
Beacon/Shaw,2.8,Cornel West,IND,2,1126,Voters,Live Phone,Older
Beacon/Shaw,2.8,Jill Stein,GRE,2,1126,Voters,Live Phone,Older
Beacon/Shaw,2.8,Joe Biden,DEM,48,1126,Voters,Live Phone,Older
Beacon/Shaw,2.8,Donald Trump,REP,49,1126,Voters,Live Phone,Older
Ipsos,2.8,Joe Biden,DEM,37,1730,Voters,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,35,1730,Voters,Probability Panel,Older
Ipsos,2.8,Robert F. Kennedy,IND,5,1730,Voters,Probability Panel,Older
Ipsos,2.8,Joe Biden,DEM,48,1730,Voters,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,48,1730,Voters,Probability Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,10243,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,10243,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,Online Panel,Older
RMG Research,2.3,Joe Biden,DEM,42,2000,Voters,NA,Older
RMG Research,2.3,Donald Trump,REP,39,2000,Voters,NA,Older
RMG Research,2.3,Robert F. Kennedy,IND,11,2000,Voters,NA,Older
RMG Research,2.3,Joe Biden,DEM,44,2000,Voters,NA,Older
RMG Research,2.3,Donald Trump,REP,42,2000,Voters,NA,Older
Morning Consult,1.9,Joe Biden,DEM,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,Online Panel,Older
Big Village,1.2,Joe Biden,DEM,34,4040,Adults,Online Panel,Older
Big Village,1.2,Donald Trump,REP,35.8,4040,Adults,Online Panel,Older
Big Village,1.2,Robert F. Kennedy,IND,9.2,4040,Adults,Online Panel,Older
Big Village,1.2,Cornel West,IND,2.1,4040,Adults,Online Panel,Older
Big Village,1.2,Joe Biden,DEM,39,3229,Voters,Online Panel,Older
Big Village,1.2,Donald Trump,REP,38.5,3229,Voters,Online Panel,Older
Big Village,1.2,Robert F. Kennedy,IND,9.1,3229,Voters,Online Panel,Older
Big Village,1.2,Cornel West,IND,1.7,3229,Voters,Online Panel,Older
Big Village,1.2,Joe Biden,DEM,41.9,2867,Voters,Online Panel,Older
Big Village,1.2,Donald Trump,REP,40.6,2867,Voters,Online Panel,Older
Big Village,1.2,Robert F. Kennedy,IND,8.8,2867,Voters,Online Panel,Older
Big Village,1.2,Cornel West,IND,1.2,2867,Voters,Online Panel,Older
Clarity,1.6,Joe Biden,DEM,46,1076,Voters,Online Panel,Older
Clarity,1.6,Donald Trump,REP,49,1076,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,43,1598,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,43,1598,Voters,Online Panel,Older
YouGov,3,Robert F. Kennedy,IND,3,1598,Voters,Online Panel,Older
YouGov,3,Cornel West,IND,1,1598,Voters,Online Panel,Older
YouGov,3,Jill Stein,GRE,1,1598,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,Online Panel,Older
Ipsos,2.8,Joe Biden,DEM,46,407,Voters,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,44,407,Voters,Probability Panel,Older
Ipsos,2.8,Joe Biden,DEM,47,407,Voters,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,43,407,Voters,Probability Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,9918,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,9918,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,Online Panel,Older
TIPP,1.8,Joe Biden,DEM,42,1264,Voters,Online Panel,Older
TIPP,1.8,Donald Trump,REP,40,1264,Voters,Online Panel,Older
TIPP,1.8,Joe Biden,DEM,39,1264,Voters,Online Panel,Older
TIPP,1.8,Donald Trump,REP,38,1264,Voters,Online Panel,Older
TIPP,1.8,Robert F. Kennedy,IND,12,1264,Voters,Online Panel,Older
TIPP,1.8,Cornel West,IND,1,1264,Voters,Online Panel,Older
TIPP,1.8,Jill Stein,GRE,1,1264,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,Online Panel,Older
Suffolk,2.9,Joe Biden,DEM,36.7,1000,Voters,Live Phone,Older
Suffolk,2.9,Donald Trump,REP,37.1,1000,Voters,Live Phone,Older
Suffolk,2.9,Robert F. Kennedy,IND,8,1000,Voters,Live Phone,Older
Suffolk,2.9,Cornel West,IND,1.6,1000,Voters,Live Phone,Older
Suffolk,2.9,Jill Stein,GRE,1.2,1000,Voters,Live Phone,Older
Data for Progress,2.6,Joe Biden,DEM,47,1240,Voters,Online Panel,Older
Data for Progress,2.6,Donald Trump,REP,46,1240,Voters,Online Panel,Older
Data for Progress,2.6,Joe Biden,DEM,40,1240,Voters,Online Panel,Older
Data for Progress,2.6,Donald Trump,REP,41,1240,Voters,Online Panel,Older
Data for Progress,2.6,Robert F. Kennedy,IND,12,1240,Voters,Online Panel,Older
Data for Progress,2.6,Cornel West,IND,1,1240,Voters,Online Panel,Older
Data for Progress,2.6,Chase Oliver,LIB,1,1240,Voters,Online Panel,Older
Data for Progress,2.6,Jill Stein,GRE,1,1240,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,41,1133,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,43,1133,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Robert F. Kennedy,IND,7,1133,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Jill Stein,GRE,0,1133,Voters,Online Panel,Older
co/efficient,1.1,Joe Biden,DEM,39,1755,Voters,Text,Older
co/efficient,1.1,Donald Trump,REP,43,1755,Voters,Text,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,Online Panel,Older
Kaiser Family Foundation,2.5,Joe Biden,DEM,46,1243,Voters,Probability Panel,Older
Kaiser Family Foundation,2.5,Donald Trump,REP,45,1243,Voters,Probability Panel,Older
Ipsos,2.8,Joe Biden,DEM,40,856,Voters,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,39,856,Voters,Probability Panel,Older
Ipsos,2.8,Joe Biden,DEM,35,1022,Adults,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,37,1022,Adults,Probability Panel,Older
Ipsos,2.8,Joe Biden,DEM,39,856,Voters,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,38,856,Voters,Probability Panel,Older
Ipsos,2.8,Robert F. Kennedy,IND,8,856,Voters,Probability Panel,Older
Ipsos,2.8,Joe Biden,DEM,34,1022,Adults,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,36,1022,Adults,Probability Panel,Older
Ipsos,2.8,Robert F. Kennedy,IND,8,1022,Adults,Probability Panel,Older
YouGov,3,Joe Biden,DEM,43,1479,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,44,1479,Voters,Online Panel,Older
YouGov,3,Robert F. Kennedy,IND,3,1479,Voters,Online Panel,Older
YouGov,3,Cornel West,IND,1,1479,Voters,Online Panel,Older
YouGov,3,Jill Stein,GRE,1,1479,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,Online Panel,Older
Ipsos,2.8,Joe Biden,DEM,38,2260,Adults,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,40,2260,Adults,Probability Panel,Older
Ipsos,2.8,Joe Biden,DEM,35,2260,Adults,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,37,2260,Adults,Probability Panel,Older
Ipsos,2.8,Robert F. Kennedy,IND,10,2260,Adults,Probability Panel,Older
Ipsos,2.8,Cornel West,IND,2,2260,Adults,Probability Panel,Older
Ipsos,2.8,Jill Stein,GRE,1,2260,Adults,Probability Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,Online Panel,Older
